First Author,PubMed ID,Study accession,Publication date,Journal,Title,Trait(s),Reported trait
Kurilshikov A,33462485,GCST90016957,44214,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,gut microbiome measurement,Gut microbiota abundance (family Verrucomicrobiaceae id.4036)
Kurilshikov A,33462485,GCST90016958,44214,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,gut microbiome measurement,Gut microbiota abundance (family Victivallaceae id.2255)
Kurilshikov A,33462485,GCST90016959,44214,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,gut microbiome measurement,Gut microbiota abundance (genus Actinomyces id.423)
Kurilshikov A,33462485,GCST90016960,44214,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,gut microbiome measurement,Gut microbiota abundance (genus Adlercreutzia id.812)
Kurilshikov A,33462485,GCST90016961,44214,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,gut microbiome measurement,Gut microbiota abundance (genus Akkermansia id.4037)
Kurilshikov A,33462485,GCST90016962,44214,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,gut microbiome measurement,Gut microbiota abundance (genus Alistipes id.968)
Kurilshikov A,33462485,GCST90016963,44214,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,gut microbiome measurement,Gut microbiota abundance (genus Allisonella id.2174)
Kurilshikov A,33462485,GCST90017101,44214,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,gut microbiome measurement,Gut microbiota abundance (order Lactobacillales id.1800)
Kurilshikov A,33462485,GCST90017063,44214,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,gut microbiome measurement,Gut microbiota abundance (genus Ruminococcus2 id.11374)
Kurilshikov A,33462485,GCST90017064,44214,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,gut microbiome measurement,Gut microbiota abundance (genus Ruminococcus gauvreauii group id.11342)
Kurilshikov A,33462485,GCST90017065,44214,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,gut microbiome measurement,Gut microbiota abundance (genus Ruminococcus gnavus group id.14376)
Kurilshikov A,33462485,GCST90017066,44214,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,gut microbiome measurement,Gut microbiota abundance (genus Ruminococcus torques group id.14377)
Kurilshikov A,33462485,GCST90017067,44214,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,gut microbiome measurement,Gut microbiota abundance (genus Sellimonas id.14369)
Kurilshikov A,33462485,GCST90017068,44214,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,gut microbiome measurement,Gut microbiota abundance (genus Senegalimassilia id.11160)
Kurilshikov A,33462485,GCST90017069,44214,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,gut microbiome measurement,Gut microbiota abundance (genus Slackia id.825)
Kurilshikov A,33462485,GCST90017070,44214,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,gut microbiome measurement,Gut microbiota abundance (genus Streptococcus id.1853)
Kurilshikov A,33462485,GCST90017071,44214,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,gut microbiome measurement,Gut microbiota abundance (genus Subdoligranulum id.2070)
Kurilshikov A,33462485,GCST90017072,44214,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,gut microbiome measurement,Gut microbiota abundance (genus Sutterella id.2896)
Kurilshikov A,33462485,GCST90017073,44214,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,gut microbiome measurement,Gut microbiota abundance (genus Terrisporobacter id.11348)
Kurilshikov A,33462485,GCST90017074,44214,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,gut microbiome measurement,Gut microbiota abundance (genus Turicibacter id.2162)
Kurilshikov A,33462485,GCST90017075,44214,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,gut microbiome measurement,Gut microbiota abundance (genus Tyzzerella3 id.11335)
Kurilshikov A,33462485,GCST90017076,44214,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,gut microbiome measurement,Gut microbiota abundance (unknown genus id.1000000073)
Kurilshikov A,33462485,GCST90017077,44214,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,gut microbiome measurement,Gut microbiota abundance (unknown genus id.1000001215)
Kurilshikov A,33462485,GCST90017078,44214,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,gut microbiome measurement,Gut microbiota abundance (unknown genus id.1000005472)
Kurilshikov A,33462485,GCST90017079,44214,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,gut microbiome measurement,Gut microbiota abundance (unknown genus id.1000005479)
Kurilshikov A,33462485,GCST90017080,44214,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,gut microbiome measurement,Gut microbiota abundance (unknown genus id.1000006162)
Kurilshikov A,33462485,GCST90017081,44214,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,gut microbiome measurement,Gut microbiota abundance (unknown genus id.1868)
Kurilshikov A,33462485,GCST90017082,44214,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,gut microbiome measurement,Gut microbiota abundance (unknown genus id.2001)
Kurilshikov A,33462485,GCST90017083,44214,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,gut microbiome measurement,Gut microbiota abundance (unknown genus id.2041)
Kurilshikov A,33462485,GCST90017084,44214,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,gut microbiome measurement,Gut microbiota abundance (unknown genus id.2071)
Kurilshikov A,33462485,GCST90017085,44214,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,gut microbiome measurement,Gut microbiota abundance (unknown genus id.2755)
Kurilshikov A,33462485,GCST90017086,44214,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,gut microbiome measurement,Gut microbiota abundance (unknown genus id.826)
Kurilshikov A,33462485,GCST90017087,44214,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,gut microbiome measurement,Gut microbiota abundance (unknown genus id.959)
Kurilshikov A,33462485,GCST90016983,44214,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,gut microbiome measurement,Gut microbiota abundance (genus Coprococcus1 id.11301)
Kurilshikov A,33462485,GCST90016984,44214,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,gut microbiome measurement,Gut microbiota abundance (genus Coprococcus2 id.11302)
Kurilshikov A,33462485,GCST90016985,44214,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,gut microbiome measurement,Gut microbiota abundance (genus Coprococcus3 id.11303)
Kurilshikov A,33462485,GCST90016986,44214,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,gut microbiome measurement,Gut microbiota abundance (genus Defluviitaleaceae UCG011 id.11287)
Kurilshikov A,33462485,GCST90016987,44214,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,gut microbiome measurement,Gut microbiota abundance (genus Desulfovibrio id.3173)
Kurilshikov A,33462485,GCST90016988,44214,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,gut microbiome measurement,Gut microbiota abundance (genus Dialister id.2183)
Kurilshikov A,33462485,GCST90016989,44214,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,gut microbiome measurement,Gut microbiota abundance (genus Dorea id.1997)
Kurilshikov A,33462485,GCST90016990,44214,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,gut microbiome measurement,Gut microbiota abundance (genus Eggerthella id.819)
Kurilshikov A,33462485,GCST90016991,44214,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,gut microbiome measurement,Gut microbiota abundance (genus Eisenbergiella id.11304)
Kurilshikov A,33462485,GCST90016992,44214,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,gut microbiome measurement,Gut microbiota abundance (genus Enterorhabdus id.820)
